Sample 1
3/25/2021 5:42 PM
Wavelength (nm)	10mm Absorbance
289.5	1.551
290.0	1.475
290.5	1.396
291.0	1.315
291.5	1.231
292.0	1.154
292.5	1.080
293.0	1.009
293.5	0.938
294.0	0.869
294.5	0.802
295.0	0.738
295.5	0.679
296.0	0.625
296.5	0.577
297.0	0.535
297.5	0.497
298.0	0.462
298.5	0.427
299.0	0.395
299.5	0.363
300.0	0.333
300.5	0.308
301.0	0.283
301.5	0.258
302.0	0.232
302.5	0.209
303.0	0.188
303.5	0.169
304.0	0.153
304.5	0.140
305.0	0.127
305.5	0.114
306.0	0.102
306.5	0.092
307.0	0.083
307.5	0.076
308.0	0.070
308.5	0.065
309.0	0.060
309.5	0.056
310.0	0.053
310.5	0.049
311.0	0.047
311.5	0.045
312.0	0.041
312.5	0.040
313.0	0.038
313.5	0.037
314.0	0.035
314.5	0.032
315.0	0.030
315.5	0.027
316.0	0.025
316.5	0.021
317.0	0.017
317.5	0.016
318.0	0.013
318.5	0.011
319.0	0.009
319.5	0.009
320.0	0.009
320.5	0.007
321.0	0.008
321.5	0.009
322.0	0.012
322.5	0.013
323.0	0.015
323.5	0.016
324.0	0.016
324.5	0.015
325.0	0.014
325.5	0.016
326.0	0.016
326.5	0.016
327.0	0.016
327.5	0.015
328.0	0.014
328.5	0.013
329.0	0.012
329.5	0.011
330.0	0.013
330.5	0.011
331.0	0.009
331.5	0.009
332.0	0.011
332.5	0.013
333.0	0.012
333.5	0.010
334.0	0.010
334.5	0.010
335.0	0.009
335.5	0.008
336.0	0.007
336.5	0.005
337.0	0.004
337.5	0.002
338.0	0.002
338.5	0.002
339.0	0.002
339.5	0.001
340.0	0.000
340.5	-0.002
341.0	-0.001
341.5	0.001
342.0	0.001
342.5	0.002
343.0	0.003
343.5	0.005
344.0	0.007
344.5	0.008
345.0	0.008
345.5	0.010
346.0	0.010
346.5	0.011
347.0	0.011
347.5	0.010
348.0	0.015
348.5	0.016
349.0	0.014
349.5	0.013
350.0	0.012


Sample 26
3/25/2021 5:54 PM
Wavelength (nm)	10mm Absorbance
//WLCalib: Shift 	0.14000	
//WLCalib: 261S 	0.08000	
//WLCalib: 362S 	0.02000	
//WLCalib: 484S 	-0.04000	
//WLCalib: 529S 	0.04000	
//WLCalib: 823S 	-0.28000	
//QSpecEnd: 
220.0	6.800
220.5	6.611
221.0	6.427
221.5	6.242
222.0	6.053
222.5	5.869
223.0	5.691
223.5	5.506
224.0	5.317
224.5	5.126
225.0	4.954
225.5	4.819
226.0	4.713
226.5	4.632
227.0	4.566
227.5	4.511
228.0	4.459
228.5	4.413
229.0	4.370
229.5	4.332
230.0	4.294
230.5	4.257
231.0	4.220
231.5	4.184
232.0	4.144
232.5	4.096
233.0	4.042
233.5	3.988
234.0	3.942
234.5	3.901
235.0	3.866
235.5	3.843
236.0	3.829
236.5	3.828
237.0	3.835
237.5	3.850
238.0	3.879
238.5	3.924
239.0	3.978
239.5	4.036
240.0	4.092
240.5	4.144
241.0	4.194
241.5	4.242
242.0	4.293
242.5	4.353
243.0	4.424
243.5	4.515
244.0	4.608
244.5	4.689
245.0	4.762
245.5	4.828
246.0	4.891
246.5	4.956
247.0	5.019
247.5	5.082
248.0	5.141
248.5	5.200
249.0	5.255
249.5	5.306
250.0	5.353
250.5	5.403
251.0	5.458
251.5	5.518
252.0	5.584
252.5	5.649
253.0	5.712
253.5	5.774
254.0	5.828
254.5	5.877
255.0	5.918
255.5	5.955
256.0	5.984
256.5	6.015
257.0	6.038
257.5	6.055
258.0	6.063
258.5	6.067
259.0	6.064
259.5	6.056
260.0	6.044
260.5	6.031
261.0	6.015
261.5	5.995
262.0	5.971
262.5	5.941
263.0	5.904
263.5	5.857
264.0	5.794
264.5	5.719
265.0	5.631
265.5	5.543
266.0	5.455
266.5	5.373
267.0	5.295
267.5	5.217
268.0	5.130
268.5	5.037
269.0	4.950
269.5	4.866
270.0	4.790
270.5	4.710
271.0	4.632
271.5	4.557
272.0	4.479
272.5	4.400
273.0	4.318
273.5	4.237
274.0	4.157
274.5	4.077
275.0	3.997
275.5	3.911
276.0	3.818
276.5	3.721
277.0	3.625
277.5	3.524
278.0	3.422
278.5	3.318
279.0	3.214
279.5	3.114
280.0	3.018
280.5	2.925
281.0	2.831
281.5	2.735
282.0	2.638
282.5	2.543
283.0	2.450
283.5	2.357
284.0	2.270
284.5	2.188
285.0	2.109
285.5	2.034
286.0	1.957
286.5	1.879
287.0	1.797
287.5	1.714
288.0	1.634
288.5	1.559
289.0	1.487
289.5	1.417
290.0	1.347
290.5	1.274
291.0	1.201
291.5	1.126
292.0	1.055
292.5	0.989
293.0	0.923
293.5	0.859
294.0	0.796
294.5	0.733
295.0	0.674
295.5	0.621
296.0	0.573
296.5	0.529
297.0	0.489
297.5	0.454
298.0	0.423
298.5	0.391
299.0	0.360
299.5	0.330
300.0	0.303
300.5	0.279
301.0	0.256
301.5	0.234
302.0	0.210
302.5	0.190
303.0	0.170
303.5	0.153
304.0	0.138
304.5	0.125
305.0	0.112
305.5	0.100
306.0	0.089
306.5	0.079
307.0	0.073
307.5	0.066
308.0	0.062
308.5	0.057
309.0	0.052
309.5	0.049
310.0	0.046
310.5	0.043
311.0	0.041
311.5	0.039
312.0	0.038
312.5	0.037
313.0	0.037
313.5	0.036
314.0	0.036
314.5	0.033
315.0	0.030
315.5	0.027
316.0	0.025
316.5	0.021
317.0	0.018
317.5	0.016
318.0	0.014
318.5	0.012
319.0	0.010
319.5	0.009
320.0	0.009
320.5	0.006
321.0	0.007
321.5	0.007
322.0	0.009
322.5	0.010
323.0	0.012
323.5	0.013
324.0	0.014
324.5	0.013
325.0	0.012
325.5	0.013
326.0	0.012
326.5	0.013
327.0	0.013
327.5	0.013
328.0	0.014
328.5	0.011
329.0	0.011
329.5	0.011
330.0	0.012
330.5	0.011
331.0	0.009
331.5	0.009
332.0	0.010
332.5	0.009
333.0	0.009
333.5	0.007
334.0	0.008
334.5	0.009
335.0	0.008
335.5	0.007
336.0	0.006
336.5	0.003
337.0	0.003
337.5	0.002
338.0	0.000
338.5	0.000
339.0	-0.001
339.5	-0.001
340.0	0.000
340.5	-0.001
341.0	0.000
341.5	0.000
342.0	-0.001
342.5	0.000
343.0	0.001
343.5	0.002
344.0	0.003
344.5	0.004
345.0	0.004
345.5	0.005
346.0	0.006
346.5	0.008
347.0	0.009
347.5	0.008
348.0	0.010
348.5	0.013
349.0	0.012
349.5	0.011
350.0	0.011


Sample 27
3/25/2021 5:54 PM
Wavelength (nm)	10mm Absorbance
//WLCalib: Shift 	0.14000	
//WLCalib: 261S 	0.08000	
//WLCalib: 362S 	0.02000	
//WLCalib: 484S 	-0.04000	
//WLCalib: 529S 	0.04000	
//WLCalib: 823S 	-0.28000	
//QSpecEnd: 
220.0	6.173
220.5	6.009
221.0	5.849
221.5	5.681
222.0	5.516
222.5	5.344
223.0	5.178
223.5	5.010
224.0	4.837
224.5	4.663
225.0	4.502
225.5	4.375
226.0	4.274
226.5	4.199
227.0	4.136
227.5	4.080
228.0	4.031
228.5	3.986
229.0	3.944
229.5	3.905
230.0	3.867
230.5	3.829
231.0	3.791
231.5	3.753
232.0	3.710
232.5	3.660
233.0	3.601
233.5	3.544
234.0	3.491
234.5	3.441
235.0	3.399
235.5	3.365
236.0	3.342
236.5	3.333
237.0	3.329
237.5	3.333
238.0	3.350
238.5	3.378
239.0	3.414
239.5	3.455
240.0	3.496
240.5	3.535
241.0	3.572
241.5	3.608
242.0	3.649
242.5	3.697
243.0	3.754
243.5	3.826
244.0	3.901
244.5	3.966
245.0	4.023
245.5	4.077
246.0	4.129
246.5	4.182
247.0	4.234
247.5	4.283
248.0	4.331
248.5	4.377
249.0	4.422
249.5	4.463
250.0	4.502
250.5	4.544
251.0	4.588
251.5	4.637
252.0	4.692
252.5	4.748
253.0	4.799
253.5	4.848
254.0	4.892
254.5	4.930
255.0	4.964
255.5	4.993
256.0	5.019
256.5	5.045
257.0	5.067
257.5	5.079
258.0	5.082
258.5	5.084
259.0	5.079
259.5	5.072
260.0	5.063
260.5	5.051
261.0	5.036
261.5	5.019
262.0	5.000
262.5	4.977
263.0	4.946
263.5	4.906
264.0	4.855
264.5	4.789
265.0	4.717
265.5	4.645
266.0	4.574
266.5	4.506
267.0	4.439
267.5	4.371
268.0	4.295
268.5	4.219
269.0	4.144
269.5	4.074
270.0	4.008
270.5	3.942
271.0	3.878
271.5	3.812
272.0	3.748
272.5	3.681
273.0	3.613
273.5	3.546
274.0	3.479
274.5	3.413
275.0	3.346
275.5	3.277
276.0	3.198
276.5	3.118
277.0	3.038
277.5	2.955
278.0	2.869
278.5	2.782
279.0	2.696
279.5	2.612
280.0	2.532
280.5	2.453
281.0	2.373
281.5	2.291
282.0	2.210
282.5	2.131
283.0	2.053
283.5	1.977
284.0	1.903
284.5	1.834
285.0	1.768
285.5	1.705
286.0	1.642
286.5	1.576
287.0	1.507
287.5	1.436
288.0	1.370
288.5	1.310
289.0	1.250
289.5	1.191
290.0	1.132
290.5	1.071
291.0	1.008
291.5	0.944
292.0	0.885
292.5	0.827
293.0	0.771
293.5	0.718
294.0	0.664
294.5	0.612
295.0	0.563
295.5	0.519
296.0	0.477
296.5	0.440
297.0	0.408
297.5	0.380
298.0	0.354
298.5	0.328
299.0	0.303
299.5	0.280
300.0	0.258
300.5	0.240
301.0	0.220
301.5	0.202
302.0	0.182
302.5	0.166
303.0	0.150
303.5	0.137
304.0	0.124
304.5	0.114
305.0	0.103
305.5	0.091
306.0	0.082
306.5	0.074
307.0	0.068
307.5	0.062
308.0	0.056
308.5	0.052
309.0	0.048
309.5	0.046
310.0	0.044
310.5	0.041
311.0	0.038
311.5	0.036
312.0	0.033
312.5	0.032
313.0	0.032
313.5	0.030
314.0	0.029
314.5	0.027
315.0	0.024
315.5	0.022
316.0	0.020
316.5	0.017
317.0	0.013
317.5	0.011
318.0	0.008
318.5	0.008
319.0	0.006
319.5	0.006
320.0	0.006
320.5	0.006
321.0	0.007
321.5	0.005
322.0	0.006
322.5	0.007
323.0	0.009
323.5	0.012
324.0	0.013
324.5	0.015
325.0	0.013
325.5	0.014
326.0	0.013
326.5	0.013
327.0	0.013
327.5	0.013
328.0	0.011
328.5	0.010
329.0	0.010
329.5	0.012
330.0	0.014
330.5	0.013
331.0	0.010
331.5	0.010
332.0	0.010
332.5	0.008
333.0	0.007
333.5	0.006
334.0	0.008
334.5	0.007
335.0	0.007
335.5	0.007
336.0	0.006
336.5	0.004
337.0	0.003
337.5	0.001
338.0	0.000
338.5	0.000
339.0	-0.001
339.5	-0.001
340.0	0.000
340.5	0.000
341.0	0.001
341.5	0.002
342.0	0.003
342.5	0.004
343.0	0.006
343.5	0.008
344.0	0.011
344.5	0.011
345.0	0.012
345.5	0.014
346.0	0.015
346.5	0.017
347.0	0.017
347.5	0.017
348.0	0.020
348.5	0.022
349.0	0.021
349.5	0.018
350.0	0.019

