seqnames,start,end,width,strand,gene_name,gene_id,lsv_id,mean_dpsi_per_lsv_junction,probability_changing,probability_non_changing,control_mean_psi,tdp43kd002_mean_psi,lsv_type,num_junctions,num_exons,de_novo_junctions,lsv_junc,ir_start,ir_end,paste_into_igv_junction,junc_dist,strand_start,transcript_id_start,exon_name_start,exon_rank_start,gene_id_start,strand_end,transcript_id_end,exon_name_end,exon_rank_end,gene_id_end,gene_id_junc,junc_in_ref,junc_cat
chr12,6873781,6883704,9924,+,LRRC23,ENSG00000010626.15,ENSG00000010626.15:s:6873569-6873781,-0.169,0.6876,0.01891,0.3003,0.078,"s|1e1.1o1|1e2.1o1",2,3,0,ENSG00000010626.15:s:6873569-6873781_6873781-6883704,,,chr12:6873781-6883704,9923,+,ENST00000412023.5|ENST00000451612.5|ENST00000433346.5|ENST00000274820.7|ENST00000421824.1|ENST00000449039.5,ENSE00001685729.1|ENSE00001631337.1|ENSE00001757954.1|ENSE00001610938.1|ENSE00001652668.1|ENSE00001750958.1,1,ENSG00000240370.6|ENSG00000010626.15,+,ENST00000412023.5|ENST00000451612.5|ENST00000433346.5|ENST00000421824.1|ENST00000449039.5,ENSE00001758147.1|ENSE00003461869.1|ENSE00003653644.1,3|2,ENSG00000240370.6|ENSG00000010626.15,ENSG00000240370.6|ENSG00000010626.15,TRUE,annotated
chr12,6907445,6909890,2446,+,LRRC23,ENSG00000010626.15,ENSG00000010626.15:s:6907315-6907733,-0.1413,0.6083,0.03052,0.8384,0.6803,"s|1e1.1o1|1e2.1o1",2,3,0,ENSG00000010626.15:s:6907315-6907733_6907445-6909890,,,chr12:6907445-6909890,2445,+,ENST00000007969.12|ENST00000451681.5|ENST00000443597.7|ENST00000428946.5|ENST00000323702.9|ENST00000431207.5|ENST00000436789.5,ENSE00003544592.1|ENSE00003663049.1,5|4,ENSG00000010626.15,+,ENST00000007969.12|ENST00000451681.5|ENST00000443597.7|ENST00000323702.9|ENST00000431207.5,ENSE00003571350.1|ENSE00003613046.1,6|5,ENSG00000010626.15,ENSG00000010626.15,TRUE,annotated
chr12,6907445,6913891,6447,+,LRRC23,ENSG00000010626.15,ENSG00000010626.15:s:6907315-6907733,0.1413,0.6083,0.03052,0.1616,0.3197,"s|1e1.1o1|1e2.1o1",2,3,0,ENSG00000010626.15:s:6907315-6907733_6907445-6913891,,,chr12:6907445-6913891,6446,+,ENST00000007969.12|ENST00000451681.5|ENST00000443597.7|ENST00000428946.5|ENST00000323702.9|ENST00000431207.5|ENST00000436789.5,ENSE00003544592.1|ENSE00003663049.1,5|4,ENSG00000010626.15,+,ENST00000007969.12|ENST00000622489.4|ENST00000451681.5|ENST00000443597.7|ENST00000428946.5|ENST00000323702.9|ENST00000436789.5|ENST00000429740.1|ENST00000472633.1,ENSE00001491456.2|ENSE00003720394.1|ENSE00001675714.1|ENSE00003684235.1|ENSE00001609225.1|ENSE00001682032.1|ENSE00003638795.1,8|5|7|6|4|2,ENSG00000010626.15,ENSG00000010626.15,TRUE,annotated
chr12,6906662,6913891,7230,+,LRRC23,ENSG00000010626.15,ENSG00000010626.15:t:6913891-6914241,-0.0056,0.01065,0.6633,0.0517,0.0317,"t|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1|1e5.1o1",5,6,0,ENSG00000010626.15:t:6913891-6914241_6906662-6913891,,,chr12:6906662-6913891,7229,+,ENST00000433346.5|ENST00000007969.12|ENST00000622489.4|ENST00000451681.5|ENST00000443597.7|ENST00000428946.5|ENST00000323702.9|ENST00000431207.5|ENST00000436789.5|ENST00000429740.1,ENSE00003530780.1|ENSE00003677038.1,5|4|3,ENSG00000010626.15,+,ENST00000007969.12|ENST00000622489.4|ENST00000451681.5|ENST00000443597.7|ENST00000428946.5|ENST00000323702.9|ENST00000436789.5|ENST00000429740.1|ENST00000472633.1,ENSE00001491456.2|ENSE00003720394.1|ENSE00001675714.1|ENSE00003684235.1|ENSE00001609225.1|ENSE00001682032.1|ENSE00003638795.1,8|5|7|6|4|2,ENSG00000010626.15,ENSG00000010626.15,TRUE,annotated
chr12,6907445,6913891,6447,+,LRRC23,ENSG00000010626.15,ENSG00000010626.15:t:6913891-6914241,0.1272,0.6004,0.03759,0.1248,0.2796,"t|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1|1e5.1o1",5,6,0,ENSG00000010626.15:t:6913891-6914241_6907445-6913891,,,chr12:6907445-6913891,6446,+,ENST00000007969.12|ENST00000451681.5|ENST00000443597.7|ENST00000428946.5|ENST00000323702.9|ENST00000431207.5|ENST00000436789.5,ENSE00003544592.1|ENSE00003663049.1,5|4,ENSG00000010626.15,+,ENST00000007969.12|ENST00000622489.4|ENST00000451681.5|ENST00000443597.7|ENST00000428946.5|ENST00000323702.9|ENST00000436789.5|ENST00000429740.1|ENST00000472633.1,ENSE00001491456.2|ENSE00003720394.1|ENSE00001675714.1|ENSE00003684235.1|ENSE00001609225.1|ENSE00001682032.1|ENSE00003638795.1,8|5|7|6|4|2,ENSG00000010626.15,ENSG00000010626.15,TRUE,annotated
chr12,6910026,6913891,3866,+,LRRC23,ENSG00000010626.15,ENSG00000010626.15:t:6913891-6914241,-0.0634,0.2909,0.1601,0.1727,0.0825,"t|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1|1e5.1o1",5,6,0,ENSG00000010626.15:t:6913891-6914241_6910026-6913891,,,chr12:6910026-6913891,3865,+,ENST00000007969.12|ENST00000451681.5|ENST00000443597.7|ENST00000323702.9|ENST00000431207.5,ENSE00003571350.1|ENSE00003613046.1,6|5,ENSG00000010626.15,+,ENST00000007969.12|ENST00000622489.4|ENST00000451681.5|ENST00000443597.7|ENST00000428946.5|ENST00000323702.9|ENST00000436789.5|ENST00000429740.1|ENST00000472633.1,ENSE00001491456.2|ENSE00003720394.1|ENSE00001675714.1|ENSE00003684235.1|ENSE00001609225.1|ENSE00001682032.1|ENSE00003638795.1,8|5|7|6|4|2,ENSG00000010626.15,ENSG00000010626.15,TRUE,annotated
chr12,6913027,6913891,865,+,LRRC23,ENSG00000010626.15,ENSG00000010626.15:t:6913891-6914241,-0.0259,0.1719,0.251,0.6537,0.5932,"t|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1|1e5.1o1",5,6,0,ENSG00000010626.15:t:6913891-6914241_6913027-6913891,,,chr12:6913027-6913891,864,+,ENST00000007969.12|ENST00000451681.5|ENST00000443597.7,ENSE00003495095.1|ENSE00003521569.1,7|6,ENSG00000010626.15,+,ENST00000007969.12|ENST00000622489.4|ENST00000451681.5|ENST00000443597.7|ENST00000428946.5|ENST00000323702.9|ENST00000436789.5|ENST00000429740.1|ENST00000472633.1,ENSE00001491456.2|ENSE00003720394.1|ENSE00001675714.1|ENSE00003684235.1|ENSE00001609225.1|ENSE00001682032.1|ENSE00003638795.1,8|5|7|6|4|2,ENSG00000010626.15,ENSG00000010626.15,TRUE,annotated
chr12,6913237,6913891,655,+,LRRC23,ENSG00000010626.15,ENSG00000010626.15:t:6913891-6914241,0,4.294e-08,0.9998,0.0017,0.0017,"t|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1|1e5.1o1",5,6,0,ENSG00000010626.15:t:6913891-6914241_6913237-6913891,,,chr12:6913237-6913891,654,+,ENST00000472633.1,ENSE00001883020.1,1,ENSG00000010626.15,+,ENST00000007969.12|ENST00000622489.4|ENST00000451681.5|ENST00000443597.7|ENST00000428946.5|ENST00000323702.9|ENST00000436789.5|ENST00000429740.1|ENST00000472633.1,ENSE00001491456.2|ENSE00003720394.1|ENSE00001675714.1|ENSE00003684235.1|ENSE00001609225.1|ENSE00001682032.1|ENSE00003638795.1,8|5|7|6|4|2,ENSG00000010626.15,ENSG00000010626.15,TRUE,annotated
chr1,41041565,41046418,4854,-,SCMH1,ENSG00000010803.16,ENSG00000010803.16:t:41041311-41041565,0.0101,0.05453,0.4683,0.0471,0.0623,"t|1e1.1o2|1e1.2o2|i",3,2,0,ENSG00000010803.16:t:41041311-41041565_41041565-41046418,41041566,41045712,chr1:41041565-41046418,4853,-,ENST00000489421.1|ENST00000482530.1,ENSE00001880181.1|ENSE00001909771.1,3|4,ENSG00000010803.16,-,ENST00000498793.5|ENST00000489421.1,ENSE00001818165.1|ENSE00001828218.1,1|2,ENSG00000010803.16,ENSG00000010803.16,TRUE,annotated
chr1,41041565,41046407,4843,-,SCMH1,ENSG00000010803.16,ENSG00000010803.16:t:41041311-41041565,-0.2744,0.8631,0.004039,0.6931,0.3814,"t|1e1.1o2|1e1.2o2|i",3,2,0,ENSG00000010803.16:t:41041311-41041565_41041565-41046407,,,chr1:41041565-41046407,4842,-,ENST00000489421.1|ENST00000482530.1,ENSE00001880181.1|ENSE00001909771.1,3|4,ENSG00000010803.16,-,ENST00000397174.6|ENST00000402904.6|ENST00000361191.9|ENST00000361705.7|ENST00000397171.6|ENST00000326197.11|ENST00000372595.5|ENST00000337495.9|ENST00000372596.5|ENST00000372597.5|ENST00000456518.3|ENST00000482530.1,ENSE00003619263.1|ENSE00003654984.1,9|11|10|12|13|6|3,ENSG00000010803.16,ENSG00000010803.16,TRUE,annotated
chr1,41041566,41045712,4147,-,SCMH1,ENSG00000010803.16,ENSG00000010803.16:t:41041311-41041565,0.252,0.8409,0.005225,0.2512,0.5529,"t|1e1.1o2|1e1.2o2|i",3,2,1,ENSG00000010803.16:t:41041311-41041565_41041566-41045712,,,chr1:41041566-41045712,4146,,,,,,,,,,,,FALSE,none
chr14,50438094,50440013,1920,-,MAP4K5,ENSG00000012983.12,ENSG00000012983.12:s:50440013-50440073,-0.3358,1,0,0.3544,3e-04,"s|1e1.1o1|1e2.1o1|i",3,3,0,ENSG00000012983.12:s:50440013-50440073_50438094-50440013,50438402,50440012,chr14:50438094-50440013,1919,-,ENST00000554990.6|ENST00000682126.1|ENST00000013125.9|ENST00000557390.6,ENSE00003918432.1|ENSE00003917981.1,10|24,ENSG00000012983.12,-,ENST00000554990.6|ENST00000682126.1|ENST00000013125.9|ENST00000557390.6,ENSE00003613572.1|ENSE00003552321.1,9|23,ENSG00000012983.12,ENSG00000012983.12,TRUE,annotated
chr14,50438008,50440013,2006,-,MAP4K5,ENSG00000012983.12,ENSG00000012983.12:s:50440013-50440073,0.3662,1,2.257e-20,0.6131,0.9626,"s|1e1.1o1|1e2.1o1|i",3,3,1,ENSG00000012983.12:s:50440013-50440073_50438008-50440013,,,chr14:50438008-50440013,2005,-,ENST00000554990.6|ENST00000682126.1|ENST00000013125.9|ENST00000557390.6|ENST00000557124.1,ENSE00002471288.1|ENSE00003543613.2,11|25|2,ENSG00000012983.12,-,ENST00000554990.6|ENST00000682126.1|ENST00000013125.9|ENST00000557390.6,ENSE00003613572.1|ENSE00003552321.1,9|23,ENSG00000012983.12,ENSG00000012983.12,FALSE,novel_exon_skip
chr14,50438402,50440012,1611,-,MAP4K5,ENSG00000012983.12,ENSG00000012983.12:s:50440013-50440073,6e-04,6.799e-21,0.9552,0.0341,0.0371,"s|1e1.1o1|1e2.1o1|i",3,3,1,ENSG00000012983.12:s:50440013-50440073_50438402-50440012,,,chr14:50438402-50440012,1610,,,,,,,,,,,,FALSE,none
chr14,50438008,50440013,2006,-,MAP4K5,ENSG00000012983.12,ENSG00000012983.12:t:50437894-50438008,0.3207,1,2.641e-20,0.6223,0.9413,"t|1e1.1o1|1e2.1o1",2,3,1,ENSG00000012983.12:t:50437894-50438008_50438008-50440013,,,chr14:50438008-50440013,2005,-,ENST00000554990.6|ENST00000682126.1|ENST00000013125.9|ENST00000557390.6|ENST00000557124.1,ENSE00002471288.1|ENSE00003543613.2,11|25|2,ENSG00000012983.12,-,ENST00000554990.6|ENST00000682126.1|ENST00000013125.9|ENST00000557390.6,ENSE00003613572.1|ENSE00003552321.1,9|23,ENSG00000012983.12,ENSG00000012983.12,FALSE,novel_exon_skip
chr14,50438008,50438092,85,-,MAP4K5,ENSG00000012983.12,ENSG00000012983.12:t:50437894-50438008,-0.3207,1,0,0.3777,0.0587,"t|1e1.1o1|1e2.1o1",2,3,0,ENSG00000012983.12:t:50437894-50438008_50438008-50438092,,,chr14:50438008-50438092,84,-,ENST00000554990.6|ENST00000682126.1|ENST00000013125.9|ENST00000557390.6|ENST00000557124.1,ENSE00002471288.1|ENSE00003543613.2,11|25|2,ENSG00000012983.12,-,ENST00000554990.6|ENST00000682126.1|ENST00000013125.9|ENST00000557390.6|ENST00000557124.1,ENSE00003918432.1|ENSE00003917981.1|ENSE00002443169.1,10|24|1,ENSG00000012983.12,ENSG00000012983.12,TRUE,annotated
chr11,118616211,118624934,8724,+,PHLDB1,ENSG00000019144.19,ENSG00000019144.19:t:118624934-118625059,0.136,0.7108,0.02686,0.0494,0.2029,"t|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1",4,5,0,ENSG00000019144.19:t:118624934-118625059_118616211-118624934,,,chr11:118616211-118624934,8723,+,ENST00000361417.6|ENST00000530708.4|ENST00000530994.5|ENST00000600882.6|ENST00000528594.5|ENST00000621027.4|ENST00000356063.9|ENST00000532639.3|ENST00000527259.5,ENSE00003747379.1|ENSE00003617520.1,5|4|2,ENSG00000019144.19,+,ENST00000361417.6|ENST00000530708.4|ENST00000530994.5|ENST00000600882.6|ENST00000528594.5|ENST00000621027.4|ENST00000356063.9|ENST00000532639.3|ENST00000527259.5|ENST00000526374.5|ENST00000617208.1,ENSE00003711537.1|ENSE00003549467.1,6|5|3|2,ENSG00000019144.19,ENSG00000019144.19,TRUE,annotated
chr11,118621538,118624934,3397,+,PHLDB1,ENSG00000019144.19,ENSG00000019144.19:t:118624934-118625059,-0.1419,0.7059,0.02537,0.7882,0.6121,"t|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1",4,5,0,ENSG00000019144.19:t:118624934-118625059_118621538-118624934,,,chr11:118621538-118624934,3396,+,ENST00000526374.5,ENSE00002198194.1,1,ENSG00000019144.19,+,ENST00000361417.6|ENST00000530708.4|ENST00000530994.5|ENST00000600882.6|ENST00000528594.5|ENST00000621027.4|ENST00000356063.9|ENST00000532639.3|ENST00000527259.5|ENST00000526374.5|ENST00000617208.1,ENSE00003711537.1|ENSE00003549467.1,6|5|3|2,ENSG00000019144.19,ENSG00000019144.19,TRUE,annotated
chr11,118624511,118624934,424,+,PHLDB1,ENSG00000019144.19,ENSG00000019144.19:t:118624934-118625059,0.0361,0.1317,0.3092,0.094,0.1472,"t|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1",4,5,0,ENSG00000019144.19:t:118624934-118625059_118624511-118624934,,,chr11:118624511-118624934,423,+,ENST00000617208.1,ENSE00003724082.1,1,ENSG00000019144.19,+,ENST00000361417.6|ENST00000530708.4|ENST00000530994.5|ENST00000600882.6|ENST00000528594.5|ENST00000621027.4|ENST00000356063.9|ENST00000532639.3|ENST00000527259.5|ENST00000526374.5|ENST00000617208.1,ENSE00003711537.1|ENSE00003549467.1,6|5|3|2,ENSG00000019144.19,ENSG00000019144.19,TRUE,annotated
chr11,118624845,118624934,90,+,PHLDB1,ENSG00000019144.19,ENSG00000019144.19:t:118624934-118625059,-0.0222,0.04298,0.4837,0.0688,0.031,"t|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1",4,5,0,ENSG00000019144.19:t:118624934-118625059_118624845-118624934,,,chr11:118624845-118624934,89,+,ENST00000532639.3,ENSE00002167252.1,5,ENSG00000019144.19,+,ENST00000361417.6|ENST00000530708.4|ENST00000530994.5|ENST00000600882.6|ENST00000528594.5|ENST00000621027.4|ENST00000356063.9|ENST00000532639.3|ENST00000527259.5|ENST00000526374.5|ENST00000617208.1,ENSE00003711537.1|ENSE00003549467.1,6|5|3|2,ENSG00000019144.19,ENSG00000019144.19,TRUE,annotated
chr6,49463453,49470140,6688,+,CENPQ,ENSG00000031691.7,ENSG00000031691.7:s:49463370-49463453,-0.1224,0.6213,0.04059,0.5582,0.4192,"s|1e1.1o2|1e1.2o2|1e2.1o1",3,3,1,ENSG00000031691.7:s:49463370-49463453_49463453-49470140,,,chr6:49463453-49470140,6687,+,ENST00000335783.4,ENSE00001214302.4,1,ENSG00000031691.7,,,,,,ENSG00000031691.7,FALSE,novel_acceptor
chr6,49463453,49470159,6707,+,CENPQ,ENSG00000031691.7,ENSG00000031691.7:s:49463370-49463453,0.1672,0.8282,0.01065,0.378,0.5631,"s|1e1.1o2|1e1.2o2|1e2.1o1",3,3,0,ENSG00000031691.7:s:49463370-49463453_49463453-49470159,,,chr6:49463453-49470159,6706,+,ENST00000335783.4,ENSE00001214302.4,1,ENSG00000031691.7,+,ENST00000335783.4,ENSE00001214291.4,2,ENSG00000031691.7,ENSG00000031691.7,TRUE,annotated
chr6,49463453,49470974,7522,+,CENPQ,ENSG00000031691.7,ENSG00000031691.7:s:49463370-49463453,-0.0216,0.00849,0.574,0.0579,0.0185,"s|1e1.1o2|1e1.2o2|1e2.1o1",3,3,1,ENSG00000031691.7:s:49463370-49463453_49463453-49470974,,,chr6:49463453-49470974,7521,+,ENST00000335783.4,ENSE00001214302.4,1,ENSG00000031691.7,+,ENST00000335783.4,ENSE00001214281.4,3,ENSG00000031691.7,ENSG00000031691.7,FALSE,novel_exon_skip
chr19,13766065,13768359,2295,+,MRI1,ENSG00000037757.14,ENSG00000037757.14:s:13765954-13766129,0.0527,0.1468,0.2837,0.026,0.0838,"s|1e1.1o1|2e1.1o1|2e2.1o1|i",4,3,0,ENSG00000037757.14:s:13765954-13766129_13766065-13768359,13766130,13768358,chr19:13766065-13768359,2294,+,ENST00000588526.5,ENSE00002858651.1,3,ENSG00000037757.14,+,ENST00000588526.5|ENST00000319545.12|ENST00000593245.5|ENST00000589290.1,ENSE00002840255.1|ENSE00001240239.1|ENSE00002739057.1|ENSE00002933819.1,4|3,ENSG00000037757.14,ENSG00000037757.14,TRUE,annotated
chr19,13766129,13768359,2231,+,MRI1,ENSG00000037757.14,ENSG00000037757.14:s:13765954-13766129,0.0785,0.3818,0.1139,0.1321,0.2289,"s|1e1.1o1|2e1.1o1|2e2.1o1|i",4,3,0,ENSG00000037757.14:s:13765954-13766129_13766129-13768359,,,chr19:13766129-13768359,2230,+,ENST00000040663.8|ENST00000593245.5|ENST00000591688.5,ENSE00003592798.1|ENSE00003638816.1,3,ENSG00000037757.14,+,ENST00000588526.5|ENST00000319545.12|ENST00000593245.5|ENST00000589290.1,ENSE00002840255.1|ENSE00001240239.1|ENSE00002739057.1|ENSE00002933819.1,4|3,ENSG00000037757.14,ENSG00000037757.14,TRUE,annotated
chr19,13766129,13768561,2433,+,MRI1,ENSG00000037757.14,ENSG00000037757.14:s:13765954-13766129,-0.1415,0.7145,0.02336,0.729,0.5807,"s|1e1.1o1|2e1.1o1|2e2.1o1|i",4,3,0,ENSG00000037757.14:s:13765954-13766129_13766129-13768561,,,chr19:13766129-13768561,2432,+,ENST00000040663.8|ENST00000593245.5|ENST00000591688.5,ENSE00003592798.1|ENSE00003638816.1,3,ENSG00000037757.14,+,ENST00000040663.8|ENST00000591688.5,ENSE00000836495.1|ENSE00002945752.1,4,ENSG00000037757.14,ENSG00000037757.14,TRUE,annotated
chr19,13766130,13768358,2229,+,MRI1,ENSG00000037757.14,ENSG00000037757.14:s:13765954-13766129,-5e-04,0.009858,0.6479,0.1187,0.1086,"s|1e1.1o1|2e1.1o1|2e2.1o1|i",4,3,1,ENSG00000037757.14:s:13765954-13766129_13766130-13768358,,,chr19:13766130-13768358,2228,,,,,,,,,,,,FALSE,none
chr19,13765109,13768359,3251,+,MRI1,ENSG00000037757.14,ENSG00000037757.14:t:13768359-13768557,-0.002,0.001151,0.915,0.0184,0.0022,"t|1e1.1o1|1e2.1o2|1e2.2o2|i",4,3,0,ENSG00000037757.14:t:13768359-13768557_13765109-13768359,13766130,13768358,chr19:13765109-13768359,3250,+,ENST00000040663.8|ENST00000588526.5|ENST00000319545.12|ENST00000593245.5|ENST00000591688.5|ENST00000589290.1,ENSE00003504415.1|ENSE00003558666.1,2,ENSG00000037757.14,+,ENST00000588526.5|ENST00000319545.12|ENST00000593245.5|ENST00000589290.1,ENSE00002840255.1|ENSE00001240239.1|ENSE00002739057.1|ENSE00002933819.1,4|3,ENSG00000037757.14,ENSG00000037757.14,TRUE,annotated
chr19,13766065,13768359,2295,+,MRI1,ENSG00000037757.14,ENSG00000037757.14:t:13768359-13768557,0.0861,0.421,0.08533,0.0914,0.2046,"t|1e1.1o1|1e2.1o2|1e2.2o2|i",4,3,0,ENSG00000037757.14:t:13768359-13768557_13766065-13768359,,,chr19:13766065-13768359,2294,+,ENST00000588526.5,ENSE00002858651.1,3,ENSG00000037757.14,+,ENST00000588526.5|ENST00000319545.12|ENST00000593245.5|ENST00000589290.1,ENSE00002840255.1|ENSE00001240239.1|ENSE00002739057.1|ENSE00002933819.1,4|3,ENSG00000037757.14,ENSG00000037757.14,TRUE,annotated
chr19,13766129,13768359,2231,+,MRI1,ENSG00000037757.14,ENSG00000037757.14:t:13768359-13768557,0.0336,0.2261,0.1722,0.4762,0.5312,"t|1e1.1o1|1e2.1o2|1e2.2o2|i",4,3,0,ENSG00000037757.14:t:13768359-13768557_13766129-13768359,,,chr19:13766129-13768359,2230,+,ENST00000040663.8|ENST00000593245.5|ENST00000591688.5,ENSE00003592798.1|ENSE00003638816.1,3,ENSG00000037757.14,+,ENST00000588526.5|ENST00000319545.12|ENST00000593245.5|ENST00000589290.1,ENSE00002840255.1|ENSE00001240239.1|ENSE00002739057.1|ENSE00002933819.1,4|3,ENSG00000037757.14,ENSG00000037757.14,TRUE,annotated
chr19,13766130,13768358,2229,+,MRI1,ENSG00000037757.14,ENSG00000037757.14:t:13768359-13768557,-0.1047,0.4914,0.05604,0.419,0.2576,"t|1e1.1o1|1e2.1o2|1e2.2o2|i",4,3,1,ENSG00000037757.14:t:13768359-13768557_13766130-13768358,,,chr19:13766130-13768358,2228,,,,,,,,,,,,FALSE,none
chr16,67518613,67538424,19812,+,RIPOR1,ENSG00000039523.20,ENSG00000039523.20:t:67538078-67538550,0,3.307e-06,0.9985,0.002,0.0021,"t|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o2|1e4.2o2|1e5.1o1|1e6.1o1",7,7,0,ENSG00000039523.20:t:67538078-67538550_67518613-67538424,,,chr16:67518613-67538424,19811,+,ENST00000562116.1,ENSE00002592905.1,1,ENSG00000039523.20,+,ENST00000562116.1|ENST00000562755.5|ENST00000379312.7|ENST00000042381.9|ENST00000540839.7|ENST00000566907.1|ENST00000422602.8|ENST00000566920.5|ENST00000565176.5|ENST00000428437.6|ENST00000569253.5,ENSE00002616442.1|ENSE00003539957.1|ENSE00003808360.1|ENSE00002601038.1,2|3,ENSG00000039523.20,ENSG00000039523.20,TRUE,annotated
chr16,67528513,67538424,9912,+,RIPOR1,ENSG00000039523.20,ENSG00000039523.20:t:67538078-67538550,0,3.307e-06,0.9985,0.002,0.0021,"t|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o2|1e4.2o2|1e5.1o1|1e6.1o1",7,7,0,ENSG00000039523.20:t:67538078-67538550_67528513-67538424,,,chr16:67528513-67538424,9911,+,ENST00000562755.5,ENSE00002616452.1,1,ENSG00000039523.20,+,ENST00000562116.1|ENST00000562755.5|ENST00000379312.7|ENST00000042381.9|ENST00000540839.7|ENST00000566907.1|ENST00000422602.8|ENST00000566920.5|ENST00000565176.5|ENST00000428437.6|ENST00000569253.5,ENSE00002616442.1|ENSE00003539957.1|ENSE00003808360.1|ENSE00002601038.1,2|3,ENSG00000039523.20,ENSG00000039523.20,TRUE,annotated
chr16,67528914,67538424,9511,+,RIPOR1,ENSG00000039523.20,ENSG00000039523.20:t:67538078-67538550,0.0569,0.3097,0.124,0.6445,0.7252,"t|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o2|1e4.2o2|1e5.1o1|1e6.1o1",7,7,0,ENSG00000039523.20:t:67538078-67538550_67528914-67538424,,,chr16:67528914-67538424,9510,+,ENST00000379312.7|ENST00000042381.9|ENST00000566522.5|ENST00000540839.7,ENSE00001912314.1|ENSE00001380181.4|ENSE00002591181.1|ENSE00002609043.1,1,ENSG00000039523.20,+,ENST00000562116.1|ENST00000562755.5|ENST00000379312.7|ENST00000042381.9|ENST00000540839.7|ENST00000566907.1|ENST00000422602.8|ENST00000566920.5|ENST00000565176.5|ENST00000428437.6|ENST00000569253.5,ENSE00002616442.1|ENSE00003539957.1|ENSE00003808360.1|ENSE00002601038.1,2|3,ENSG00000039523.20,ENSG00000039523.20,TRUE,annotated
chr16,67529859,67538424,8566,+,RIPOR1,ENSG00000039523.20,ENSG00000039523.20:t:67538078-67538550,0.0334,0.1725,0.2398,0.0991,0.1564,"t|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o2|1e4.2o2|1e5.1o1|1e6.1o1",7,7,0,ENSG00000039523.20:t:67538078-67538550_67529859-67538424,,,chr16:67529859-67538424,8565,+,ENST00000540839.7|ENST00000566907.1|ENST00000422602.8,ENSE00002582956.1|ENSE00002615637.1|ENSE00003794216.2,2|1,ENSG00000039523.20,+,ENST00000562116.1|ENST00000562755.5|ENST00000379312.7|ENST00000042381.9|ENST00000540839.7|ENST00000566907.1|ENST00000422602.8|ENST00000566920.5|ENST00000565176.5|ENST00000428437.6|ENST00000569253.5,ENSE00002616442.1|ENSE00003539957.1|ENSE00003808360.1|ENSE00002601038.1,2|3,ENSG00000039523.20,ENSG00000039523.20,TRUE,annotated
chr16,67530087,67538424,8338,+,RIPOR1,ENSG00000039523.20,ENSG00000039523.20:t:67538078-67538550,-0.1078,0.5096,0.05734,0.2487,0.1035,"t|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o2|1e4.2o2|1e5.1o1|1e6.1o1",7,7,0,ENSG00000039523.20:t:67538078-67538550_67530087-67538424,,,chr16:67530087-67538424,8337,+,ENST00000566920.5,ENSE00002587401.1,1,ENSG00000039523.20,+,ENST00000562116.1|ENST00000562755.5|ENST00000379312.7|ENST00000042381.9|ENST00000540839.7|ENST00000566907.1|ENST00000422602.8|ENST00000566920.5|ENST00000565176.5|ENST00000428437.6|ENST00000569253.5,ENSE00002616442.1|ENSE00003539957.1|ENSE00003808360.1|ENSE00002601038.1,2|3,ENSG00000039523.20,ENSG00000039523.20,TRUE,annotated
chr16,67531630,67538424,6795,+,RIPOR1,ENSG00000039523.20,ENSG00000039523.20:t:67538078-67538550,0,3.307e-06,0.9985,0.002,0.0021,"t|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o2|1e4.2o2|1e5.1o1|1e6.1o1",7,7,0,ENSG00000039523.20:t:67538078-67538550_67531630-67538424,,,chr16:67531630-67538424,6794,+,ENST00000565176.5,ENSE00002618947.1,1,ENSG00000039523.20,+,ENST00000562116.1|ENST00000562755.5|ENST00000379312.7|ENST00000042381.9|ENST00000540839.7|ENST00000566907.1|ENST00000422602.8|ENST00000566920.5|ENST00000565176.5|ENST00000428437.6|ENST00000569253.5,ENSE00002616442.1|ENSE00003539957.1|ENSE00003808360.1|ENSE00002601038.1,2|3,ENSG00000039523.20,ENSG00000039523.20,TRUE,annotated
